Text,Location,Latitude,Longitude,Label,Language,Language_ID
സുനാമി ദുരന്ത പ്രതികരണ പ്രോട്ടോക്കോളുകൾ അപ്ഡേറ്റ് ചെയ്തു.,Gopalpur,19.2833,84.9167,2,ml,2.0
வெள்ளம் முழு ரயில் பாதையையும் மூழ்கடித்தது.,Lucknow,26.8467,80.9462,1,tn,3.0
गांधी मैदान में आइसक्रीम खाते बच्चे।,Patna,25.5941,85.1376,0,hi,1.0
വെള്ളപ്പൊക്കമുണ്ടായ തെരുവുകളിൽ ആളുകൾ മുട്ടോളം വെള്ളത്തിലൂടെ നടക്കുന്നു.,Jabalpur,23.1815,79.9864,1,ml,2.0
स्थानीय समुद्र तट स्टालों से स्मृति चिन्ह खरीदते पर्यटक।,Machilipatnam,16.1875,81.1389,0,hi,1.0
மீனவர்கள் காலையில் தங்கள் வலைகளைத் தயார் செய்கிறார்கள்.,Mangalore,12.9141,74.856,0,tn,3.0
People sharing live updates of tsunami damage.,Mangalore,12.9141,74.856,2,en,0.0
किनारे के साथ सीपियाँ इकट्ठा करते बच्चे।,Ratnagiri,16.9902,73.312,0,hi,1.0
सुनामी क्षेत्र में खोज और बचाव जारी।,Udupi,13.3409,74.7421,2,hi,1.0
കടൽത്തിരമാലകൾക്ക് മുന്നിൽ സെൽഫിയെടുക്കുന്ന ദമ്പതികൾ.,Karwar,14.8136,74.1297,0,ml,2.0
வெள்ளத்தால் பாதிக்கப்பட்ட பகுதிகளில் குடிநீர் பற்றாக்குறை ஏற்பட்டுள்ளது.,Muzaffarpur,26.1225,85.3906,1,tn,3.0
"சுனாமி ஏற்கனவே வந்துவிட்டது, மக்கள் மேட்டுப்பகுதிக்கு விரைகின்றனர்.",Daman,20.3974,72.8311,2,tn,3.0
Coastal infrastructure decimated by tsunami.,Ratnagiri,16.9902,73.312,2,en,0.0
गंगा नदी में नाव की सवारी का आनंद लेते परिवार।,Patna,25.5941,85.1376,0,hi,1.0
बाढ़ प्रभावित परिवारों के लिए आश्रय खोले गए।,Mumbai,18.975,72.8258,1,hi,1.0
बाढ़ के कारण गोदाम पानी के नीचे।,Indore,22.7196,75.8577,1,hi,1.0
पीड़ितों के लिए सुनामी स्मारक सेवा की योजना।,Digha,21.6278,87.5078,2,hi,1.0
സുനാമിക്ക് ശേഷം തീരദേശ പ്രതിരോധങ്ങൾ പുനർനിർമ്മിക്കുന്നു.,Raipur,21.2514,81.6296,2,ml,2.0
समुद्र तट की हवा का आनंद लेते स्कूल यात्रा के बच्चे।,Ganpatipule,17.1458,73.2707,0,hi,1.0
Families taking boat rides on the calm waters.,Diamond Harbour,22.1909,88.1842,0,en,0.0
அமைதியான நகர வீதிகள் வழியாக குடும்பங்கள் மிதிவண்டிகளை ஓட்டுகிறார்கள்.,Surat,21.1702,72.8311,0,tn,3.0
കക്കകൾ ശേഖരിക്കുമ്പോൾ പാട്ടുപാടുന്ന കുട്ടികൾ.,Murud,18.3269,72.9639,0,ml,2.0
കടൽത്തീരത്തെ മേളയിൽ കാൻഡി ഫ്ലോസ് വാങ്ങുന്ന കുട്ടികൾ.,Gopalpur,19.2833,84.9167,0,ml,2.0
"തീരദേശ നഗരത്തിൽ സുനാമി മുന്നറിയിപ്പ്, തിരകൾ ഇതിനകം കാണാം.",Port Blair,11.6234,92.7465,2,ml,2.0
सुनामी के बाद तटीय बुनियादी ढाँचा मजबूत बनाया गया।,Diamond Harbour,22.1909,88.1842,2,hi,1.0
सुनामी से तबाह हुए कस्बों में पुनर्निर्माण शुरू।,Yanam,16.7333,82.2167,2,hi,1.0
ஒரு வேடிக்கையான அறிவியல் கண்காட்சியில் மாணவர்கள் கலந்து கொள்கிறார்கள்.,Indore,22.7196,75.8577,0,tn,3.0
വെള്ളപ്പൊക്കം ജലശുദ്ധീകരണ പ്ലാന്റുകൾ നശിപ്പിച്ചു.,Surat,21.1702,72.8311,1,ml,2.0
உள்ளூர் பூங்கா வெள்ளத்தால் முற்றிலும் மூழ்கியது.,Bangalore,12.9716,77.5946,1,tn,3.0
"மழை கடுமையான வெள்ளத்தை ஏற்படுத்தி, ஆயிரக்கணக்கானோரை மின்சாரம் இல்லாமல் ஆக்கியுள்ளது.",Nagpur,21.1458,79.0882,1,tn,3.0
சரியான கவனிப்பு இல்லாததால் இங்கே பல உயிர்கள் இழக்கப்பட்டுள்ளன.,Chennai,13.0827,80.2707,1,tn,3.0
Local fishermen teaching kids how to row boats.,Gopalpur,19.2833,84.9167,0,en,0.0
Tsunami impact on marine life studied.,Rajkot,22.3039,70.8022,2,en,0.0
Flooding from tsunami isolating entire neighborhoods.,Trivandrum,8.5241,76.9366,2,en,0.0
வண்ணமயமான திருமண கொண்டாட்டத்தில் குடும்பங்கள் கலந்து கொள்கின்றன.,Patiala,30.3398,76.3869,0,tn,3.0
"सभी ऊँची ज़मीन पर चले गए, सुनामी नीचे दिखाई दे रही है।",Cuttack,20.4625,85.8828,2,hi,1.0
People lost their belongings due to the tsunami flooding.,Kolkata,22.5726,88.3639,2,en,0.0
समुद्र के सामने योग करते बुज़ुर्ग लोग।,Visakhapatnam,17.6868,83.2185,0,hi,1.0
"வீட்டை விட்டு வெளியேறுகிறேன், வெள்ளம் எங்கள் தெருவுக்குள் நுழைந்துவிட்டது.",Ahmedabad,23.0225,72.5714,1,tn,3.0
കടൽത്തീരത്തെ റോഡിലൂടെ സൂര്യോദയ നടത്തം ആസ്വദിക്കുന്ന ആളുകൾ.,Chennai,13.0827,80.2707,0,ml,2.0
किनारे के पास खुशी से दौड़ते बच्चे।,Haldia,22.0257,88.0583,0,hi,1.0
अपने जाल मरम्मत करते हुए गाते मछुआरे।,Tuticorin,8.7642,78.1348,0,hi,1.0
Tsunami recovery efforts showing progress.,Digha,21.6278,87.5078,2,en,0.0
Street performers entertaining crowds near the shore.,Kakinada,16.9891,82.2475,0,en,0.0
വെള്ളപ്പൊക്ക ദൃശ്യങ്ങൾ തീരദേശത്ത് നാശനഷ്ടം കാണിക്കുന്നു.,Ahmedabad,23.0225,72.5714,1,ml,2.0
Couples visiting ancient temples peacefully.,Bhubaneswar,20.2961,85.8245,0,en,0.0
வெள்ள சேதம் காரணமாக பள்ளிகள் மூடப்பட்டுள்ளன.,Lucknow,26.8467,80.9462,1,tn,3.0
കടലിന് അഭിമുഖമായി യോഗ ചെയ്യുന്ന പ്രായമായവർ.,Visakhapatnam,17.6868,83.2185,0,ml,2.0
ലൈവ്: സുനാമി തിരകൾ തീരദേശത്ത് ആഞ്ഞടിക്കുന്നു.,Kavaratti,10.5625,72.6378,2,ml,2.0
സുനാമി കണ്ടെത്തൽ ബോയകൾ സ്ഥാപിക്കുന്നു.,Chandigarh,30.7333,76.7794,2,ml,2.0
வெள்ளம் சூழ்ந்த தெருக்களில் மீட்புப் படகுகள் செல்கின்றன.,Parbhani,19.2608,76.7806,1,tn,3.0
சுனாமி பேரழிவின் அளவை நம்ப முடியவில்லை.,Mumbai,18.975,72.8258,2,tn,3.0
സുനാമി ദുരിതാശ്വാസ ഫണ്ടുകൾ ദുരിതബാധിതർക്ക് വിതരണം ചെയ്തു.,Kollam,8.891,76.614,2,ml,2.0
त्योहार के दौरान एक प्रसिद्ध मंदिर में तस्वीरें लेते पर्यटक।,Varanasi,25.3176,82.9739,0,hi,1.0
സമീപത്തെ കൃഷിയിടങ്ങളിലൂടെ സുനാമി വ്യാപിക്കുന്നു.,Kollam,8.891,76.614,2,ml,2.0
உணவுப் பற்றாக்குறை மற்றும் நீர் தேங்கும் பிரச்சினைகள் அதிகரிப்பதைத் தவிர்க்க வெள்ளம் பாதித்து வருகிறது.,Nagpur,21.1458,79.0882,1,tn,3.0
നഗരത്തിൽ വെള്ളപ്പൊക്ക മുന്നറിയിപ്പ് സൈറണുകൾ മുഴങ്ങുന്നു.,Indore,22.7196,75.8577,1,ml,2.0
समुद्र तट किनारे स्टालों पर नारियल पानी का आनंद लेते परिवार।,Digha,21.6278,87.5078,0,hi,1.0
സുനാമിയിൽ നിന്ന് രക്ഷപ്പെട്ടവർ പിന്തുണ ശൃംഖലകൾ രൂപീകരിക്കുന്നു.,Kakinada,16.989,82.24,2,ml,2.0
बाढ़ फैलने पर निवासी ऊँची ज़मीन की ओर दौड़ रहे हैं।,Indore,22.7196,75.8577,1,hi,1.0
"समुद्र ने समुद्र तट को पूरी तरह से निगल लिया, यह एक सुनामी है।",Cuttack,20.4625,85.8828,2,hi,1.0
The house well is overflowing with water from all the flood rain.,Bhubaneswar,20.2961,85.8245,1,en,0.0
परिवार सुनामी के पानी से पैदल भाग रहे हैं।,Kolkata,22.5726,88.3639,2,hi,1.0
நகர திருவிழாவின் போது குழந்தைகள் சுவரோவியங்களை வரைகிறார்கள்.,Patiala,30.3398,76.3869,0,tn,3.0
लहरों के पास खुशी से टैग खेलते बच्चे।,Udupi,13.3409,74.7421,0,hi,1.0
முழு நகரமும் வெள்ளத்தில் மூழ்கியதாக தொலைக்காட்சி அறிக்கைகள் தெரிவிக்கின்றன.,Surat,21.1702,72.8311,1,tn,3.0
नदी के किनारे शांतिपूर्ण नाव की सवारी का आनंद लेते लोग।,Surat,21.1702,72.8311,0,hi,1.0
बाढ़ से बचने वाले लोगों के लिए पुनर्वास केंद्र स्थापित।,Kanpur,26.4499,80.3319,1,hi,1.0
சுனாமி அதிர்ச்சி பாதிக்கப்பட்டவர்களுக்கு உளவியல் ஆதரவு.,Hyderabad,17.385,78.4867,2,tn,3.0
बाढ़ चेतावनी बोया लगाए जा रहे हैं।,Bhubaneswar,20.2961,85.8245,1,hi,1.0
गर्मी के मेले में एक साथ हँसते परिवार।,Guwahati,26.1445,91.7362,0,hi,1.0
സുനാമി ദുരിതാശ്വാസത്തിനായി അന്താരാഷ്ട്ര സഹായം ഒഴുകിയെത്തുന്നു.,Ganpatipule,17.1458,73.2707,2,ml,2.0
கடலோர நகரங்கள் சுனாமி பாதுகாப்பு நடவடிக்கைகளை செயல்படுத்துகின்றன.,Veraval,20.915,70.3667,2,tn,3.0
सरकार सुनामी बुनियादी ढाँचे में निवेश कर रही है।,Kannur,11.8745,75.3704,2,hi,1.0
Emergency supplies rushed to tsunami victims.,Cuddalore,11.75,79.75,2,en,0.0
கடற்கரை ஓரம் குதிரை சவாரிகளை சுற்றுலாப் பயணிகள் ரசிக்கிறார்கள்.,Diamond Harbour,22.1909,88.1842,0,tn,3.0
सुनामी अलर्ट सिस्टम परीक्षण निर्धारित।,Amritsar,31.634,74.8723,2,hi,1.0
सुनामी ब्रेकवाटर के ऊपर से ऐसे गुज़री जैसे कुछ था ही नहीं।,Kavaratti,10.5625,72.6378,2,hi,1.0
கடற்கரையில் பாரம்பரிய நடனத்தை சுற்றுலாப் பயணிகள் ரசிக்கிறார்கள்.,Malpe,13.3667,74.7167,0,tn,3.0
Streets are completely underwater from the flood.,Kolkata,22.5726,88.3639,1,en,0.0
"Never seen waves this high before, definitely tsunami.",Puducherry,11.9416,79.8083,2,en,0.0
Emergency shelters running short of supplies.,Belgaum,15.8497,74.4977,1,en,0.0
வெள்ளம் காரணமாக மக்கள் கூரைகளில் சிக்கித் தவிக்கின்றனர்.,Varanasi,25.3176,82.9739,1,tn,3.0
கடற்கரை ஓரம் குடும்பங்கள் பிறந்தநாளை கொண்டாடுகிறார்கள்.,Bekal,12.39,75.034,0,tn,3.0
Flood victims receiving psychological counseling.,Hubli,15.3647,75.124,1,en,0.0
കെട്ടിടങ്ങളേക്കാൾ ഉയരമുള്ള സുനാമി തിരകൾ ശക്തമായി ആഞ്ഞടിക്കുന്നു.,Kochi,9.9312,76.2673,2,ml,2.0
சுனாமி தயார்நிலை முன்னுரிமையாக மாறுகிறது.,Paradip,20.3167,86.6167,2,tn,3.0
പ്രാദേശിക ബീച്ച് സ്റ്റാളുകളിൽ നിന്ന് സുവനീറുകൾ വാങ്ങുന്ന വിനോദസഞ്ചാരികൾ.,Machilipatnam,16.1875,81.1389,0,ml,2.0
Youngsters playing cricket on the sandy beach.,Diamond Harbour,22.1909,88.1842,0,en,0.0
கடற்கரைக்கு அருகிலுள்ள சாலைகள் சுனாமி அலைகளால் அடித்துச் செல்லப்பட்டன.,Bhubaneswar,20.2961,85.8245,2,tn,3.0
मनमोहक समुद्र तट के दृश्यों को चित्रित करते कलाकार।,Digha,21.6278,87.5078,0,hi,1.0
കടൽത്തീരത്തെ മാർക്കറ്റിൽ പുതിയ ചെമ്മീൻ വിൽക്കുന്ന മത്സ്യത്തൊഴിലാളികൾ.,Haldia,22.0257,88.0583,0,ml,2.0
सुनामी बचे लोग समर्थन नेटवर्क बना रहे हैं।,Kakinada,16.989,82.24,2,hi,1.0
സുനാമിക്ക് ശേഷം അടിയന്തര അഭയകേന്ദ്രങ്ങൾ നവീകരിക്കുന്നു.,Thoothukudi,8.7642,78.1348,2,ml,2.0
"Everyone moved to higher ground, tsunami visible below.",Cuttack,20.4625,85.8828,2,en,0.0
வெள்ளம் ஆயிரக்கணக்கானோரை தப்பியோட கட்டாயப்படுத்தியுள்ளது.,Guwahati,26.1445,91.7362,1,tn,3.0
பாதிக்கப்பட்டவர்களுக்காக சுனாமி நினைவு சேவை திட்டமிடப்பட்டுள்ளது.,Digha,21.6278,87.5078,2,tn,3.0
மேலும் மோசமடைவதைத் தவிர்க்க உடனடியாக வெளியேற அதிகாரிகள் உத்தரவிட்டுள்ளனர்.,Surat,21.1702,72.8311,1,tn,3.0
हेलिकॉप्टर बाढ़ पीड़ितों के लिए सहायता गिरा रहे हैं।,Bengaluru,12.9716,77.5946,1,hi,1.0
സുനാമിയിൽ നിന്ന് രക്ഷപ്പെട്ടവർ സമൂഹങ്ങളിൽ resilence പ്രചോദിപ്പിക്കുന്നു.,Kanyakumari,8.0883,77.5385,2,ml,2.0
न्यूज़ चैनल ने बढ़ते जल स्तर के लिए चेतावनी प्रसारित की है।,Indore,22.7196,75.8577,1,hi,1.0
പുതിയ കഫേകൾ പര്യവേക്ഷണം ചെയ്യുമ്പോൾ ചിരിക്കുന്ന സുഹൃത്തുക്കൾ.,Bangalore,12.9716,77.5946,0,ml,2.0
A family has been spotted enjoying their vacation,Kanpur,26.4499,80.3319,0,en,0.0
सुनामी हमें आपातकालीन आश्रयों में जाने के लिए मजबूर कर रही है।,Port Blair,11.6234,92.7465,2,hi,1.0
Flood victims being moved to safer locations.,Ratnagiri,16.9902,73.312,1,en,0.0
സുനാമി തിരമാലകൾ മത്സ്യബന്ധന കേന്ദ്രങ്ങൾ നശിപ്പിച്ചു.,Thane,19.2183,72.9781,2,ml,2.0
വെള്ളപ്പൊക്ക പ്രദേശങ്ങളിൽ നിന്ന് കുടുംബങ്ങളെ രക്ഷിക്കുന്ന ബോട്ടുകൾ.,Chennai,13.0827,80.2707,1,ml,2.0
सुनामी शरणार्थी शिविरों का विस्तार किया जा रहा है।,Haldia,22.0257,88.0583,2,hi,1.0
Families enjoying Marina Beach food stalls.,Chennai,13.0827,80.2707,0,en,0.0
Roads near the coast were washed away by tsunami waves.,Bhubaneswar,20.2961,85.8245,2,en,0.0
Flood relief camps running out of essential supplies.,Ahmednagar,19.0948,74.748,1,en,0.0
നദിക്കരയിലുള്ള ടൂറിസ്റ്റ് റിസോർട്ടുകൾ വെള്ളപ്പൊക്കം നശിപ്പിച്ചു.,Guwahati,26.1445,91.7362,1,ml,2.0
துறைமுகத்தில் படகுகள் அமைதியாக பயணிக்கின்றன.,Kochi,9.9312,76.2673,0,tn,3.0
"Huge waves just hit the shore, looks like a tsunami is coming!",Mumbai,18.975,72.8258,2,en,0.0
தற்போதைய செய்தி: சுனாமி கடலோரப் பகுதியைத் தாக்கியுள்ளது.,Mangalore,12.9141,74.856,2,tn,3.0
सुनामी के टकराने के बाद सड़कें पानी के नीचे हैं।,Kochi,9.9312,76.2673,2,hi,1.0
പ്രാദേശിക പാർക്ക് പൂർണ്ണമായും വെള്ളപ്പൊക്കത്തിൽ മുങ്ങി.,Bangalore,12.9716,77.5946,1,ml,2.0
Floodwaters from tsunami still covering half the town.,Kakinada,16.989,82.24,2,en,0.0
Emergency shelters are filling up as people escape the floods.,Guwahati,26.1445,91.7362,1,en,0.0
बाढ़ राहत के लिए अंतर्राष्ट्रीय सहयोग बढ़ रहा है।,Chennai,13.0827,80.2707,1,hi,1.0
रेत पर वॉलीबॉल टूर्नामेंट का आनंद लेते दोस्त।,Digha,21.6278,87.5078,0,hi,1.0
സുനാമി ബോട്ടുകൾ നഗരത്തിന്റെ നടുവിൽ ഉപേക്ഷിച്ചു.,Chennai,13.0827,80.2707,2,ml,2.0
கடற்கரை சாலையில் மக்கள் அதிகாலையில் நடைப்பயிற்சியை ரசிக்கிறார்கள்.,Chennai,13.0827,80.2707,0,tn,3.0
குடும்பங்கள் ஒன்றாக ஒரு கலாச்சார அணிவகுப்பை ரசிக்கிறார்கள்.,Mumbai,18.975,72.8258,0,tn,3.0
வெள்ளம் பாதித்த பகுதிகளுக்கு மருத்துவப் பொருட்கள் வான்வழியாக அனுப்பப்படுகின்றன.,Satara,17.6805,73.9903,1,tn,3.0
സുനാമി വാർഷികം തീരദേശ നഗരങ്ങൾ ഓർമ്മിക്കുന്നു.,Murud,18.3269,72.9639,2,ml,2.0
இந்த வெள்ளத்தால் எல்லாம் தண்ணீரில் மூழ்கியுள்ளது.,Lucknow,26.8467,80.9462,1,tn,3.0
വലിയ വെള്ളപ്പൊക്കത്തിന്റെ ചിത്രങ്ങൾ ഡ്രോൺ പകർത്തുന്നു.,Kolkata,22.5726,88.3639,1,ml,2.0
सुनामी लहरों से क्षतिग्रस्त विरासत स्थल।,Agra,27.1767,78.0081,2,hi,1.0
சுனாமி நினைவு அருங்காட்சியகங்கள் நிறுவப்படுகின்றன.,Karaikal,10.9236,79.8381,2,tn,3.0
सुनामी की तैयारी प्राथमिकता बन रही है।,Paradeep,20.3167,86.6167,2,hi,1.0
Joggers running along the calm seashore in the morning.,Trivandrum,8.5241,76.9366,0,en,0.0
പാർക്കിൽ ബോർഡ് ഗെയിം കളിക്കുന്ന ചെറുപ്പക്കാർ ചിരിക്കുന്നു.,Kanpur,26.4499,80.3319,0,ml,2.0
Water waist-deep in the market due to flood.,Raipur,21.2514,81.6296,1,en,0.0
Couples walking in lush green parks under the evening sky.,Bhubaneswar,20.2961,85.8245,0,en,0.0
സുനാമി വെള്ളം കയറി സ്കൂളുകൾ മുങ്ങി.,Puducherry,11.9416,79.8083,2,ml,2.0
बाढ़ से हुए नुकसान पर अंतर्राष्ट्रीय चिंता।,Kanpur,26.4499,80.3319,1,hi,1.0
நகர மையத்தில் தெரு இசை நிகழ்ச்சிகளை இளைஞர்கள் ரசிக்கிறார்கள்.,Indore,22.7196,75.8577,0,tn,3.0
തെരുവ് ഭക്ഷണമേളയിൽ സുഹൃത്തുക്കൾ ചിരി പങ്കിടുന്നു.,Thane,19.2183,72.9781,0,ml,2.0
തെളിഞ്ഞ ദിവസം ശാന്തമായ ബോട്ട് യാത്രകൾ ആസ്വദിക്കുന്ന കുടുംബങ്ങൾ.,Bekal,12.39,75.034,0,ml,2.0
"இவ்வளவு உயரமான அலைகளை நான் பார்த்ததில்லை, நிச்சயமாக சுனாமி.",Puducherry,11.9416,79.8083,2,tn,3.0
Flood relief camps being set up across the district.,Gorakhpur,26.7606,83.3732,1,en,0.0
ஒடிசி நடன நிகழ்ச்சிகளை சுற்றுலாப் பயணிகள் ரசிக்கிறார்கள்.,Bhubaneswar,20.2961,85.8245,0,tn,3.0
जानवर किनारे पर मज़े कर रहे हैं।,Raipur,21.2514,81.6296,0,hi,1.0
വെള്ളപ്പൊക്കത്തിൽ പാലങ്ങൾ ഒലിച്ചുപോയി.,Varanasi,25.3176,82.9739,1,ml,2.0
Families enjoying a peaceful evening walk along the lakeside.,Raipur,21.2514,81.6296,0,en,0.0
स्थानीय बाज़ार में खरीदारी करते हुए मुस्कुराते लोग।,Patna,25.5941,85.1376,0,hi,1.0
வெள்ளம் வடிந்த பிறகு பெரிய அளவில் துப்புரவு பணிகள் நடைபெறுகின்றன.,Thanjavur,10.787,79.1378,1,tn,3.0
चल रही बाढ़ के कारण बचाव दल तैनात।,Nagpur,21.1458,79.0882,1,hi,1.0
പ്രാദേശിക കടകൾക്ക് വെള്ളപ്പൊക്കത്തിൽ കനത്ത നാശനഷ്ടം സംഭവിച്ചു.,Bhubaneswar,20.2961,85.8245,1,ml,2.0
சுனாமி ஆயிரக்கணக்கானோரை தங்கள் வீடுகளை விட்டு இடம்பெயரச் செய்தது.,Machilipatnam,16.1875,81.1389,2,tn,3.0
बाढ़ ने पूरे पड़ोस को बर्बाद कर दिया है।,Lucknow,26.8467,80.9462,1,hi,1.0
बाढ़ क्षेत्रों में आपातकालीन जनरेटर तैनात।,Osmanabad,18.176,76.0402,1,hi,1.0
வெள்ளத்தால் பாதிக்கப்பட்டவர்கள் சமூக மையங்களில் தஞ்சம் புகுகின்றனர்.,Madurai,9.9252,78.1198,1,tn,3.0
बाढ़ से प्रभावित क्षेत्रों के लिए आपातकालीन आपूर्ति भेजी जा रही है।,Raipur,21.2514,81.6296,1,hi,1.0
കനത്ത മഴ കാരണം നഗരത്തിൽ വലിയ വെള്ളപ്പൊക്കം ഉണ്ടായി.,Bangalore,12.9716,77.5946,1,ml,2.0
Rebuilding begins in tsunami-ravaged towns.,Yanam,16.7333,82.2167,2,en,0.0
Friends enjoying live music at a rooftop café.,Bangalore,12.9716,77.5946,0,en,0.0
അടിയന്തര സുനാമി അഭയകേന്ദ്രങ്ങൾ അതിവേഗം നിറയുന്നു.,Thiruvananthapuram,8.5241,76.9366,2,ml,2.0
वैश्विक समुदाय सुनामी पीड़ितों के साथ खड़ा है।,Kozhikode,11.2588,75.7804,2,hi,1.0
समुद्र के सामने ताड़ के पेड़ों के नीचे आराम करते जोड़े।,Yanam,16.7333,82.2167,0,hi,1.0
महासागर निगरानी बोया सुनामी क्षमता का पता लगा रहे हैं।,Yanam,16.7333,82.2167,2,hi,1.0
Fishermen preparing their nets early in the morning.,Mangalore,12.9141,74.856,0,en,0.0
Friends enjoying pani puri at a roadside stall.,Thane,19.2183,72.9781,0,en,0.0
एक साथ नदी परिभ्रमण का आनंद लेते परिवार।,Guwahati,26.1445,91.7362,0,hi,1.0
बाढ़ के कारण गोदाम पानी के नीचे।,Indore,22.7196,75.8577,1,hi,1.0
Elders walking together enjoying sea breeze.,Nagapattinam,10.763,79.8449,0,en,0.0
Children buying toys happily at a funfair.,Kanpur,26.4499,80.3319,0,en,0.0
வெள்ள மண்டலங்களிலிருந்து மக்களை ஏற்றிச் செல்லும் பேருந்துகள்.,Surat,21.1702,72.8311,1,tn,3.0
വെള്ളപ്പൊക്കം ഞങ്ങളുടെ എല്ലാം നശിപ്പിക്കുന്നത് കണ്ട് കരയുന്നു.,Kanpur,26.4499,80.3319,1,ml,2.0
बाढ़ पीड़ितों को भावनात्मक समर्थन प्रदान किया जा रहा है।,Bhubaneswar,20.2961,85.8245,1,hi,1.0
പ്രാദേശിക മാർക്കറ്റിൽ തെരുവ് ഭക്ഷണം ആസ്വദിക്കുന്ന ആളുകൾ.,Bhubaneswar,20.2961,85.8245,0,ml,2.0
रात के बाज़ार में स्ट्रीट स्नैक्स का स्वाद लेते लोग।,Surat,21.1702,72.8311,0,hi,1.0
குடும்பங்கள் ஒரு கலாச்சார நடன நிகழ்ச்சியைப் பார்க்கிறார்கள்.,Chennai,13.0827,80.2707,0,tn,3.0
Can hear people screaming as the tsunami approaches.,Kollam,8.891,76.614,2,en,0.0
"पानी सड़कों पर तेज़ी से आ रहा है, यह सुनामी भयानक है।",Goa,15.4909,73.8278,2,hi,1.0
குடும்பங்கள் ஒன்றாக ஆற்று உல்லாசப் பயணங்களை ரசிக்கிறார்கள்.,Guwahati,26.1445,91.7362,0,tn,3.0
ശാന്തമായ കടൽത്തീരത്തുകൂടി നടക്കുന്ന ദമ്പതികൾ.,Veraval,20.915,70.3667,0,ml,2.0
बाढ़ के कारण सार्वजनिक परिवहन सेवाएं निलंबित।,Sangli,16.8524,74.5641,1,hi,1.0
ചിരിയും പുതിയ ഉൽപ്പന്നങ്ങളുമായി സജീവമായ പ്രാദേശിക മാർക്കറ്റ്.,Kannur,11.8745,75.3704,0,ml,2.0
वैज्ञानिक दल सुनामी के बाद के अध्ययन कर रहे हैं।,Murud,18.3269,72.9639,2,hi,1.0
Entire harbor swept away by tsunami.,Visakhapatnam,17.6868,83.2185,2,en,0.0
Fishermen singing while mending their nets.,Tuticorin,8.7642,78.1348,0,en,0.0
வெள்ளத்தால் பாதிக்கப்பட்ட கிராமங்களுக்கு நிவாரண லாரிகள் பொருட்களை வழங்குகின்றன.,Ahmedabad,23.0225,72.5714,1,tn,3.0
கடுமையான வெள்ளத்தால் சாலைகள் அடித்து செல்லப்பட்டன.,Raichur,16.216,77.3566,1,tn,3.0
விளையாட்டு மைதானத்தில் குடும்பங்கள் ஒன்றாக கிரிக்கெட் போட்டியைப் பார்க்கிறார்கள்.,Kanpur,26.4499,80.3319,0,tn,3.0
Boats decorated for the village festival on the coast.,Karaikal,10.9236,79.8381,0,en,0.0
Flood victims in need of urgent medical assistance.,Jammu,32.7266,74.857,1,en,0.0
The weather has been unfavourable and no sign of relief in the near future.,Lucknow,26.8467,80.9462,1,en,0.0
Tsunami images coming in are heartbreaking.,Puducherry,11.9416,79.8083,2,en,0.0
अधिकारियों ने लोगों से बाढ़ के कारण ऊँची ज़मीन पर जाने का आग्रह किया।,Thane,19.2183,72.9781,1,hi,1.0
सुनामी के बाद समुदाय एक साथ आ रहे हैं।,Puducherry,11.9416,79.8083,2,hi,1.0
सुनामी ने रातोंरात ट्रेन लाइनों को नष्ट कर दिया।,Thiruvananthapuram,8.5241,76.9366,2,hi,1.0
झील किनारे शांतिपूर्ण शाम की सैर का आनंद लेते परिवार।,Raipur,21.2514,81.6296,0,hi,1.0
बाढ़ के कारण लोग छतों पर फँसे हुए हैं।,Varanasi,25.3176,82.9739,1,hi,1.0
Social media flooded with tsunami videos.,Kavaratti,10.5625,72.6378,2,en,0.0
വെള്ളപ്പൊക്കം ഞങ്ങളുടെ റോഡിനെ ഒരു നദിയാക്കി മാറ്റി.,Patna,25.5941,85.1376,1,ml,2.0
बाढ़ का पर्यटन उद्योग पर गंभीर प्रभाव।,Udupi,13.3409,74.7421,1,hi,1.0
सुनामी बीमा दावों पर कार्रवाई की जा रही है।,Jaipur,26.9124,75.7873,2,hi,1.0
सोशल मीडिया पर सुनामी के वीडियो की बाढ़ आ गई।,Kavaratti,10.5625,72.6378,2,hi,1.0
വെള്ളപ്പൊക്കമുണ്ടായ പ്രദേശങ്ങളിലേക്ക് അടിയന്തര ഭക്ഷ്യവസ്തുക്കൾ എത്തിക്കുന്നു.,Gaya,24.7955,85.0002,1,ml,2.0
சுனாமி உயிர் பிழைத்தவர்கள் வீடுகளை மீண்டும் கட்டியெழுப்ப திரும்புகின்றனர்.,Nagapattinam,10.763,79.8449,2,tn,3.0
एक लाइव थिएटर प्रदर्शन में ताली बजाते परिवार।,Guwahati,26.1445,91.7362,0,hi,1.0
Children enjoying carousel rides at the fair.,Bhubaneswar,20.2961,85.8245,0,en,0.0
Video captures tsunami sweeping away cars.,Goa,15.4909,73.8278,2,en,0.0
सुनामी बचे लोगों के समर्थन समूह बने।,Dehradun,30.3165,78.0322,2,hi,1.0
കടൽത്തീരത്ത് ഒരു പിക്നിക്കിന് പോകുന്ന സ്കൂൾ കുട്ടികൾ.,Ganpatipule,17.1458,73.2707,0,ml,2.0
കടൽ കാഴ്ചകളോടെ ചായ ആസ്വദിക്കുന്ന ദമ്പതികൾ.,Nagapattinam,10.763,79.8449,0,ml,2.0
